sentence_id,labeled_tokens
1343,Skilled/O in/O building/O REST/B-SKILL APIs/I-SKILL using/O Flask/B-SKILL and/O Microservices/B-SKILL Architecture/I-SKILL for/O scalable/O applications/O ./O
1344,Proficient/O in/O Cybersecurity/B-SKILL with/O expertise/O in/O Penetration/B-SKILL Testing/I-SKILL and/O Network/B-SKILL Security/I-SKILL ./O
1345,Strong/O knowledge/O of/O Full/B-SKILL Stack/I-SKILL Development/I-SKILL and/O React.js/B-SKILL for/O dynamic/O web/O applications/O ./O
1346,Experienced/O in/O Cloud/B-SKILL Computing/I-SKILL on/O Google/B-SKILL Cloud/I-SKILL Platform/I-SKILL using/O Kubernetes/B-SKILL for/O scaling/O applications/O ./O
1347,Expert/O in/O System/B-SKILL Design/I-SKILL and/O efficient/O Data/B-SKILL Structures/I-SKILL design/O for/O scalable/O processing/O ./O
1348,Skilled/O in/O SQL/B-SKILL Database/I-SKILL Management/I-SKILL and/O NoSQL/B-SKILL Databases/I-SKILL administration/O for/O data/O storage/O ./O
1349,Proficient/O in/O Docker/B-TOOL and/O Kubernetes/B-TOOL for/O DevOps/B-SKILL practices/O and/O containerized/O applications/O management/O ./O
1350,Strong/O background/O in/O Deep/B-SKILL Learning/I-SKILL and/O Natural/B-SKILL Language/I-SKILL Processing/I-SKILL techniques/O for/O AI/B-SKILL applications/O ./O
1351,Proficient/O in/O Java/B-SKILL Development/I-SKILL and/O Spring/I-SKILL Boot/I-SKILL for/O over/O 4/B-EXP years/I-EXP ./O
1352,Experience/O with/O Kubernetes/B-SKILL and/O Docker/I-SKILL in/O a/O production/I-SKILL environment/O ./O
1353,Skilled/O in/O data/O modeling/O using/O SQL/B-SKILL and/O NoSQL/I-SKILL databases/I-SKILL ./O
1354,Deep/O understanding/O of/O Agile/B-SKILL Methodology/I-SKILL and/O Scrum/I-SKILL Framework/I-SKILL in/O software/I-SKILL development/O ./O
1355,Implemented/O REST/B-SKILL APIs/I-SKILL for/O a/O microservices/I-SKILL architecture/I-SKILL using/O Node.js/B-SKILL ./O
1356,Proficiency/O in/O React.js/B-SKILL for/O front-end/I-SKILL development/O with/O over/O 3/B-EXP years/I-EXP of/O experience/O ./O
1357,Knowledgeable/O in/O AWS/B-SKILL Services/I-SKILL such/O as/O EC2/I-SKILL and/O S3/I-SKILL for/O cloud/I-SKILL computing/O ./O
1358,Experience/O in/O mobile/I-SKILL app/I-SKILL development/O for/O Android/B-SKILL using/O Android/I-SKILL Studio/I-SKILL ./O
1359,Familiar/O with/O data/O visualization/I-SKILL tools/O like/O Tableau/B-SKILL and/O Power/I-SKILL BI/I-SKILL for/O analytics/I-SKILL ./O
1360,Proficient/O in/O using/O Git/B-SKILL for/O version/I-SKILL control/O and/O collaboration/I-SKILL on/O projects/O ./O
1361,Implemented/O CI/CD/B-SKILL pipelines/I-SKILL with/O Jenkins/I-SKILL to/O automate/I-SKILL software/I-SKILL deployment/O processes/O ./O
1362,Developed/O web/I-SKILL applications/I-SKILL using/O Vue.js/B-SKILL and/O GraphQL/I-SKILL for/O efficient/I-SKILL data/I-SKILL retrieval/O ./O
1363,Skilled/O in/O system/I-SKILL design/I-SKILL and/O software/I-SKILL architecture/I-SKILL with/O expertise/O in/O Java/B-SKILL development/O ./O
1364,Extensive/O experience/O in/O machine/I-SKILL learning/I-SKILL projects/I-SKILL involving/O natural/I-SKILL language/I-SKILL processing/I-SKILL and/O computer/I-SKILL vision/I-SKILL ./O
1365,Proficient/O in/O Python/B-SKILL programming/I-SKILL for/O data/I-SKILL analysis/O and/O machine/I-SKILL learning/I-SKILL applications/I-SKILL ./O
1366,Implemented/O DevOps/B-SKILL practices/I-SKILL to/O streamline/I-SKILL software/I-SKILL development/O workflows/O using/O Docker/B-SKILL and/O Kubernetes/I-SKILL ./O
1367,Experience/O with/O building/O scalable/I-SKILL microservices/I-SKILL architecture/I-SKILL using/O Node.js/B-SKILL and/O MongoDB/I-SKILL ./O
1368,Proficient/O in/O front-end/I-SKILL development/I-SKILL using/O Angular/B-SKILL framework/I-SKILL with/O expertise/O in/O responsive/I-SKILL design/O ./O
1369,Skilled/O in/O cybersecurity/I-SKILL with/O expertise/O in/O penetration/I-SKILL testing/I-SKILL and/O network/I-SKILL security/I-SKILL measures/I-SKILL ./O
1370,Experience/O in/O cloud/I-SKILL computing/I-SKILL with/O Azure/B-SKILL and/O AWS/I-SKILL services/I-SKILL for/O infrastructure/I-SKILL management/O ./O
1371,Developed/O full/O stack/I-SKILL applications/I-SKILL using/O Django/B-SKILL framework/I-SKILL and/O PostgreSQL/I-SKILL database/I-SKILL ./O
1372,Proficient/O in/O Java/B-SKILL programming/I-SKILL with/O experience/O in/O software/I-SKILL architecture/I-SKILL design/I-SKILL ./O
1373,Experience/O in/O deploying/O mobile/I-SKILL applications/I-SKILL for/O iOS/B-SKILL using/O Xcode/I-SKILL and/O Swift/I-SKILL programming/I-SKILL ./O
1374,Skilled/O in/O data/I-SKILL visualization/O using/O Power/I-SKILL BI/I-SKILL and/O Tableau/I-SKILL for/O business/I-SKILL intelligence/I-SKILL insights/I-SKILL ./O
1375,Knowledgeable/O in/O Big/O Data/I-SKILL analytics/I-SKILL tools/O such/O as/O Apache/I-SKILL Spark/I-SKILL and/O Hadoop/I-SKILL for/O large/I-SKILL scale/I-SKILL data/I-SKILL processing/I-SKILL ./O
1376,Experience/O with/O Git/B-SKILL version/I-SKILL control/I-SKILL and/O CI/CD/I-SKILL pipelines/I-SKILL for/O software/I-SKILL development/I-SKILL workflows/I-SKILL ./O
1377,Developed/O REST/B-SKILL APIs/I-SKILL for/O a/O microservices/I-SKILL architecture/I-SKILL using/O Node.js/B-SKILL and/O MongoDB/I-SKILL ./O
1378,Proficient/O in/O React.js/B-SKILL framework/I-SKILL for/O building/O interactive/I-SKILL web/I-SKILL applications/I-SKILL with/O Redux/I-SKILL state/I-SKILL management/I-SKILL ./O
1379,Experience/O with/O Docker/B-SKILL containers/I-SKILL and/O Kubernetes/I-SKILL orchestration/I-SKILL for/O scalable/I-SKILL cloud/I-SKILL applications/I-SKILL ./O
1380,Skilled/O in/O Python/B-SKILL development/I-SKILL for/O data/I-SKILL analysis/O and/O machine/I-SKILL learning/I-SKILL projects/I-SKILL ./O
1381,Implemented/O CI/CD/B-SKILL pipelines/I-SKILL using/O Jenkins/I-SKILL for/O automated/I-SKILL software/I-SKILL deployment/I-SKILL processes/I-SKILL ./O
1382,Developed/O web/I-SKILL applications/I-SKILL with/O Vue.js/B-SKILL and/O GraphQL/I-SKILL for/O efficient/I-SKILL data/I-SKILL retrieval/I-SKILL and/O management/I-SKILL ./O
1383,Skilled/O in/O system/I-SKILL design/I-SKILL and/O architecture/I-SKILL planning/I-SKILL using/O Java/B-SKILL and/O Spring/I-SKILL Boot/I-SKILL ./O
1384,Extensive/O experience/O in/O machine/I-SKILL learning/I-SKILL and/O deep/I-SKILL learning/I-SKILL projects/I-SKILL with/O TensorFlow/B-SKILL and/O PyTorch/I-SKILL ./O
1385,Proficient/O in/O software/I-SKILL development/I-SKILL with/O Python/B-SKILL and/O Java/B-SKILL programming/I-SKILL languages/I-SKILL ./O
1386,Implemented/O DevOps/B-SKILL practices/I-SKILL for/O continuous/I-SKILL integration/I-SKILL and/O deployment/I-SKILL using/O Git/B-SKILL and/O Jenkins/I-SKILL ./O
1387,Experience/O in/O building/O microservices/I-SKILL architecture/I-SKILL with/O Node.js/B-SKILL and/O MongoDB/I-SKILL databases/I-SKILL ./O
1388,Proficient/O in/O front-end/I-SKILL development/I-SKILL with/O Angular/B-SKILL framework/I-SKILL and/O responsive/I-SKILL web/I-SKILL design/I-SKILL ./O
1389,Skilled/O in/O cybersecurity/I-SKILL practices/I-SKILL including/O penetration/I-SKILL testing/I-SKILL and/O network/I-SKILL security/I-SKILL protocols/I-SKILL ./O
1390,Experience/O in/O cloud/I-SKILL infrastructure/I-SKILL management/I-SKILL with/O Azure/B-SKILL and/O AWS/I-SKILL services/I-SKILL for/O scalable/I-SKILL solutions/I-SKILL ./O
1391,Developed/O full/O stack/I-SKILL applications/I-SKILL using/O Django/B-SKILL and/O PostgreSQL/I-SKILL for/O robust/I-SKILL web/I-SKILL solutions/I-SKILL ./O
1392,Proficient/O in/O Java/B-SKILL programming/I-SKILL with/O expertise/O in/O software/I-SKILL architecture/I-SKILL and/O design/I-SKILL principles/I-SKILL ./O
1393,Experience/O in/O iOS/B-SKILL app/I-SKILL development/I-SKILL using/O Xcode/B-SKILL and/O Swift/I-SKILL programming/I-SKILL language/I-SKILL ./O
1394,Skilled/O in/O data/I-SKILL visualization/I-SKILL tools/O such/O as/O Power/I-SKILL BI/I-SKILL and/O Tableau/I-SKILL for/O analytics/I-SKILL insights/I-SKILL ./O
1395,Knowledge/O of/O Big/I-SKILL Data/I-SKILL analytics/I-SKILL platforms/I-SKILL like/O Apache/I-SKILL Spark/I-SKILL and/O Hadoop/I-SKILL for/O large/I-SKILL scale/I-SKILL processing/I-SKILL ./O
1396,Experience/O with/O Git/B-SKILL for/O version/I-SKILL control/I-SKILL and/O CI/CD/I-SKILL pipelines/I-SKILL to/O automate/I-SKILL software/I-SKILL development/I-SKILL ./O
1397,Developed/O REST/B-SKILL APIs/I-SKILL for/O microservices/I-SKILL using/O Node.js/B-SKILL and/O MongoDB/I-SKILL for/O efficient/I-SKILL data/I-SKILL retrieval/I-SKILL ./O
1398,Proficient/O in/O React.js/B-SKILL for/O web/I-SKILL application/I-SKILL development/I-SKILL with/O Redux/I-SKILL state/I-SKILL management/I-SKILL ./O
1399,Experience/O with/O Docker/B-SKILL and/O Kubernetes/I-SKILL in/O deploying/I-SKILL scalable/I-SKILL cloud/I-SKILL applications/I-SKILL ./O
1400,Skilled/O in/O Python/B-SKILL programming/I-SKILL for/O data/I-SKILL analysis/I-SKILL and/O machine/I-SKILL learning/I-SKILL projects/I-SKILL ./O
1401,Proficient/O in/O Medical/B-SKILL Terminology/I-SKILL and/O Anatomy/I-SKILL with/O 5/B-EXP years/I-EXP of/O experience/O ./O
1402,Skilled/O in/O IV/B-SKILL Therapy/I-SKILL and/O Medication/I-SKILL Administration/I-SKILL ./O
1403,Experienced/O in/O Pediatric/B-SKILL Care/I-SKILL with/O 8/B-EXP+ years/I-EXP of/O practice/O ./O
1404,Knowledgeable/O in/O Electronic/B-SKILL Health/I-SKILL Records/I-SKILL management/O and/O Healthcare/B-SKILL Data/I-SKILL Analysis/I-SKILL ./O
1405,Proficient/O in/O Rehabilitation/B-SKILL Techniques/I-SKILL such/O as/O Physical/I-SKILL Therapy/I-SKILL and/O Occupational/I-SKILL Therapy/I-SKILL ./O
1406,Skilled/O in/O using/O an/O ECG/B-SKILL Machine/I-SKILL for/O Vital/B-SKILL Signs/I-SKILL Monitoring/I-SKILL ./O
1407,Experienced/O in/O Surgical/B-SKILL Assistance/I-SKILL and/O Operating/B-SKILL Room/I-SKILL Protocols/I-SKILL ./O
1408,Familiar/O with/O Glucometer/B-TOOL and/O Blood/B-TOOL Collection/I-TOOL procedures/O ./O
1409,Proficient/O in/O Healthcare/B-SKILL Policy/I-SKILL and/O Quality/I-SKILL Improvement/I-SKILL initiatives/O ./O
1410,Skilled/O in/O Mental/B-SKILL Health/I-SKILL Counseling/I-SKILL and/O Psychiatric/B-SKILL Nursing/I-SKILL ./O
1411,Experienced/O in/O Oncology/B-SKILL Nursing/I-SKILL with/O 6/B-EXP+ years/I-EXP of/O practice/O ./O
1412,Knowledgeable/O in/O Wound/B-SKILL Care/I-SKILL and/O Infection/B-SKILL Control/I-SKILL measures/O ./O
1413,Proficient/O in/O Telemedicine/B-SKILL Platforms/I-SKILL and/O Patient/B-SKILL Education/I-SKILL initiatives/O ./O
1414,Skilled/O in/O Diagnostic/B-SKILL Imaging/I-SKILL and/O Radiology/B-SKILL Procedures/I-SKILL ./O
1415,Experienced/O in/O Rehabilitation/B-SKILL program/O management/O and/O Physical/B-SKILL Therapy/I-SKILL ./O
1416,Familiar/O with/O Medical/B-SKILL Ethics/I-SKILL and/O Health/I-SKILL Informatics/I-SKILL projects/O ./O
1417,Proficient/O in/O Chronic/B-SKILL Disease/I-SKILL Management/I-SKILL and/O Diabetes/B-SKILL Care/I-SKILL ./O
1418,Skilled/O in/O Blood/B-TOOL Pressure/I-TOOL Monitoring/I-TOOL and/O Oxygen/B-TOOL Saturation/I-TOOL Testing/I-TOOL ./O
1419,Experienced/O in/O Geriatric/B-SKILL Care/I-SKILL and/O Palliative/B-SKILL Care/I-SKILL ./O
1420,Knowledgeable/O in/O Healthcare/B-SKILL Data/I-SKILL Analysis/I-SKILL and/O Epidemiological/B-SKILL Studies/I-SKILL ./O
1421,Proficient/O in/O Nutrition/B-SKILL Counseling/I-SKILL and/O Public/B-SKILL Health/I-SKILL Promotion/I-SKILL ./O
1422,Skilled/O in/O Pharmacy/B-SKILL Management/I-SKILL Systems/O and/O Medication/B-SKILL Administration/I-SKILL ./O
1423,Experienced/O in/O Obstetrics/B-SKILL and/O Gynecology/B-SKILL Care/I-SKILL ./O
1424,Familiar/O with/O Healthcare/B-SKILL CRM/I-SKILL systems/O and/O Patient/B-SKILL Safety/I-SKILL protocols/O ./O
1425,Proficient/O in/O Telemedicine/B-SKILL Implementation/I-SKILL and/O Healthcare/B-SKILL Management/I-SKILL ./O
1426,Skilled/O in/O Advanced/B-SKILL Cardiac/I-SKILL Life/I-SKILL Support/I-SKILL and/O Basic/B-SKILL Life/I-SKILL Support/I-SKILL ./O
1427,Experienced/O in/O Infectious/B-SKILL Disease/I-SKILL Control/I-SKILL and/O Isolation/O precautions/O ./O
1428,Knowledgeable/O in/O Laboratory/B-SKILL Testing/I-SKILL and/O Blood/B-TOOL Collection/I-TOOL procedures/O ./O
1429,Proficient/O in/O Mental/B-SKILL Health/I-SKILL Counseling/I-SKILL and/O Psychiatric/B-SKILL Nursing/I-SKILL ./O
1430,Skilled/O in/O Rehabilitation/B-SKILL Techniques/I-SKILL and/O Physical/B-SKILL Therapy/I-SKILL ./O
1431,Experienced/O in/O ECG/B-SKILL Monitoring/I-SKILL and/O Vital/B-SKILL Signs/I-SKILL Assessment/I-SKILL ./O
1432,Familiar/O with/O Medical/B-SKILL Terminology/I-SKILL and/O Anatomy/I-SKILL ./O
1433,Proficient/O in/O Emergency/B-SKILL Response/I-SKILL and/O CPR/B-SKILL techniques/O ./O
1434,Skilled/O in/O Medical/B-SKILL Ethics/I-SKILL and/O Health/I-SKILL Informatics/I-SKILL projects/O ./O
1435,Experienced/O in/O Pediatric/B-SKILL Care/I-SKILL and/O Neonatal/B-SKILL Nursing/I-SKILL ./O
1436,Knowledgeable/O in/O Telemedicine/B-SKILL Platforms/I-SKILL and/O Patient/B-SKILL Education/I-SKILL initiatives/O ./O
1437,Proficient/O in/O Wound/B-SKILL Care/I-SKILL and/O Infection/B-SKILL Control/I-SKILL measures/O ./O
1438,Skilled/O in/O Radiology/B-SKILL Procedures/I-SKILL and/O Diagnostic/B-SKILL Imaging/I-SKILL ./O
1439,Experienced/O in/O Rehabilitation/B-SKILL program/O management/O and/O Physical/B-SKILL Therapy/I-SKILL ./O
1440,Familiar/O with/O Medical/B-SKILL Ethics/I-SKILL and/O Health/I-SKILL Informatics/I-SKILL projects/O ./O
1441,Proficient/O in/O Chronic/B-SKILL Disease/I-SKILL Management/I-SKILL and/O Diabetes/B-SKILL Care/I-SKILL ./O
1442,Skilled/O in/O Blood/B-TOOL Pressure/I-TOOL Monitoring/I-TOOL and/O Oxygen/B-TOOL Saturation/I-TOOL Testing/I-TOOL ./O
1443,Experienced/O in/O Geriatric/B-SKILL Care/I-SKILL and/O Palliative/B-SKILL Care/I-SKILL ./O
1444,Knowledgeable/O in/O Healthcare/B-SKILL Data/I-SKILL Analysis/I-SKILL and/O Epidemiological/B-SKILL Studies/I-SKILL ./O
1445,Proficient/O in/O Nutrition/B-SKILL Counseling/I-SKILL and/O Public/B-SKILL Health/I-SKILL Promotion/I-SKILL ./O
1446,Skilled/O in/O Pharmacy/B-SKILL Management/I-SKILL Systems/O and/O Medication/B-SKILL Administration/I-SKILL ./O
1447,Experienced/O in/O Obstetrics/B-SKILL and/O Gynecology/B-SKILL Care/I-SKILL ./O
1448,Familiar/O with/O Healthcare/B-SKILL CRM/I-SKILL systems/O and/O Patient/B-SKILL Safety/I-SKILL protocols/O ./O
1449,Proficient/O in/O Telemedicine/B-SKILL Implementation/I-SKILL and/O Healthcare/B-SKILL Management/I-SKILL ./O
1450,Skilled/O in/O Advanced/B-SKILL Cardiac/I-SKILL Life/I-SKILL Support/I-SKILL and/O Basic/B-SKILL Life/I-SKILL Support/I-SKILL ./O
1451,Implemented/O advanced/O Excel/B-SKILL models/I-SKILL for/O financial/O forecasting/O using/O Monte/B-TOOL Carlo/I-TOOL Simulation/I-TOOL Tools/I-TOOL ./O
1452,Conducted/O detailed/O financial/O analysis/O and/O credit/B-SKILL risk/I-SKILL assessment/I-SKILL for/O a/O hedge/B-SKILL fund/I-SKILL strategy/I-SKILL ./O
1453,Utilized/O Thomson/B-TOOL Reuters/I-TOOL Eikon/I-TOOL to/O analyze/O market/B-SKILL trends/I-SKILL and/O prepare/O equity/B-SKILL research/I-SKILL reports/I-SKILL ./O
1454,Managed/O portfolio/B-SKILL assets/I-SKILL and/O performed/O risk/B-SKILL management/I-SKILL using/O BlackRock/B-TOOL Aladdin/I-TOOL software/I-TOOL ./O
1455,Conducted/O financial/B-SKILL statement/I-SKILL analysis/I-SKILL and/O budget/B-SKILL forecasting/I-SKILL using/O advanced/O Excel/B-TOOL for/O corporate/B-SKILL finance/I-SKILL ./O
1456,Performed/O financial/B-SKILL planning/I-SKILL and/O wealth/B-SKILL management/I-SKILL with/O over/O 5/B-EXP years/I-EXP of/O experience/O ./O
1457,Developed/O financial/B-SKILL models/I-SKILL in/O Python/B-TOOL for/O investment/B-SKILL strategy/I-SKILL planning/I-SKILL and/O risk/B-SKILL assessment/I-SKILL ./O
1458,Utilized/O Bloomberg/B-TOOL Terminal/I-TOOL to/O execute/O equity/B-SKILL trading/I-SKILL strategies/I-SKILL and/O analyze/O market/B-SKILL data/I-SKILL ./O
1459,Conducted/O credit/B-SKILL analysis/I-SKILL and/O risk/B-SKILL management/I-SKILL for/O a/O portfolio/B-SKILL of/O fixed/B-SKILL income/I-SKILL assets/I-SKILL ./O
1460,Managed/O regulatory/B-SKILL reporting/I-SKILL and/O compliance/B-SKILL with/O IFRS/B-SKILL standards/I-SKILL using/O Moodyâ€™s/B-TOOL Analytics/I-TOOL tools/I-TOOL ./O
1461,Utilized/O financial/B-SKILL modeling/I-SKILL in/O Excel/B-TOOL and/O VBA/B-TOOL for/O financial/B-SKILL analysis/I-SKILL and/O reporting/O ./O
1462,Analyzed/O market/B-SKILL risk/I-SKILL and/O implemented/O hedging/B-SKILL strategies/I-SKILL using/O derivatives/B-SKILL pricing/I-SKILL tools/I-SKILL ./O
1463,Developed/O cash/B-SKILL flow/I-SKILL analysis/I-SKILL models/I-SKILL in/O Excel/B-TOOL for/O working/B-SKILL capital/I-SKILL management/I-SKILL and/O forecasting/O ./O
1464,Executed/O hedge/B-SKILL fund/I-SKILL strategies/I-SKILL and/O performed/O risk/B-SKILL management/I-SKILL with/O Thomson/B-TOOL Reuters/I-TOOL Eikon/I-TOOL software/I-TOOL ./O
1465,Managed/O derivatives/B-SKILL trading/I-SKILL operations/I-SKILL and/O analyzed/O market/B-SKILL trends/I-SKILL using/O MarketAxess/B-TOOL platform/I-TOOL ./O
1466,Conducted/O financial/B-SKILL planning/I-SKILL and/O asset/B-SKILL allocation/I-SKILL for/O retirement/B-SKILL plans/I-SKILL with/O over/O 4/B-EXP years/I-EXP of/O experience/O ./O
1467,Utilized/O financial/B-SKILL engineering/I-SKILL techniques/I-SKILL and/O time/B-SKILL series/I-SKILL analysis/I-SKILL for/O investment/B-SKILL banking/I-SKILL activities/I-SKILL ./O
1468,Performed/O valuation/B-SKILL modeling/I-SKILL and/O equity/B-SKILL research/I-SKILL using/O QuickBooks/B-TOOL and/O Excel/B-TOOL ./O
1469,Managed/O credit/B-SKILL risk/I-SKILL assessment/I-SKILL and/O operational/B-SKILL risk/I-SKILL management/I-SKILL for/O a/O large/O financial/B-SKILL institution/I-SKILL ./O
1470,Conducted/O budget/B-SKILL forecasting/I-SKILL and/O financial/B-SKILL reporting/I-SKILL with/O advanced/O Excel/B-TOOL tools/I-TOOL for/O capital/B-SKILL budgeting/I-SKILL ./O
1471,Utilized/O derivatives/B-SKILL pricing/I-SKILL models/I-SKILL and/O hedging/B-SKILL strategies/I-SKILL for/O treasury/B-SKILL operations/I-SKILL using/O Bloomberg/B-TOOL Terminal/I-TOOL ./O
1472,Analyzed/O financial/B-SKILL statements/I-SKILL and/O ratio/B-SKILL analysis/I-SKILL for/O credit/B-SKILL risk/I-SKILL assessment/I-SKILL in/O corporate/B-SKILL finance/I-SKILL ./O
1473,Developed/O financial/B-SKILL models/I-SKILL in/O Python/B-TOOL for/O risk/B-SKILL management/I-SKILL and/O investment/B-SKILL strategy/I-SKILL planning/I-SKILL ./O
1474,Executed/O equity/B-SKILL trading/I-SKILL strategies/I-SKILL and/O analyzed/O market/B-SKILL trends/I-SKILL using/O Thomson/B-TOOL Reuters/I-TOOL Eikon/I-TOOL software/I-TOOL ./O
1475,Managed/O portfolio/B-SKILL assets/I-SKILL and/O performed/O risk/B-SKILL management/I-SKILL with/O BlackRock/B-TOOL Aladdin/I-TOOL software/I-TOOL ./O
1476,Conducted/O financial/B-SKILL statement/I-SKILL analysis/I-SKILL and/O budget/B-SKILL forecasting/I-SKILL using/O advanced/O Excel/B-TOOL for/O corporate/B-SKILL finance/I-SKILL ./O
